tc_po_line_id;N_SolicitudCliente;N_OrdenDistribu;Fecha_Creacion_Orden;FechaCompromiso;EstOrden;EstLineaOrden;Estado_OD;SKU;DescSKU;CantSKU;DESPACHO;Tipo_Orden;Mes;Año;Descripcion TipoVenta;Tipo Venta;N_OrdenDistribu;Horario;Horario2;Fecha Creacion
4;116139511;122331135;27-11-2017 18:09;01/12/17;Partially Shipped;Fac Allocated;Shipped;827476999;SET 3 PINZAS VERDE;1;200;Pickup;12;2017;Stock CD;2;2;2;06;2017-12-01 13:00:00
5;116139511;122331135;27-11-2017 18:09;01/12/17;Partially Shipped;Fac Allocated;Shipped;833069999;PAÑO SECADOR MICROFIBRA;2;200;Pickup;12;2017;Stock CD;2;2;2;06;2017-12-01 13:00:00
6;116139511;122331135;27-11-2017 18:09;01/12/17;Partially Shipped;Fac Allocated;Shipped;808713999;HIELERA 20CMS ACERO;1;200;Pickup;12;2017;Stock CD;2;2;2;06;2017-12-01 13:00:00
7;116139511;122331135;27-11-2017 18:09;01/12/17;Partially Shipped;Fac Allocated;Shipped;461367999;MOLINILLO BAMBOO;1;200;Pickup;12;2017;Stock CD;2;2;2;06;2017-12-01 13:00:00
1;116139556;122331140;27-11-2017 18:11;04/12/17;Fac Allocated;Fac Allocated;Shipped;444413002;604SHAZI18-304 SH/BLANC/XS;1;200;Pickup;12;2017;Stock CD;2;2;2;06;2017-12-04 13:39:00
1;116139565;122331144;27-11-2017 18:12;04/12/17;Fac Allocated;Fac Allocated;Shipped;190710999;INTEK LOL MUÑECA SORPRESA;1;200;Pickup;12;2017;Stock CD;2;2;2;06;2017-12-04 13:35:00
1;116139585;122331190;27-11-2017 18:13;02/12/17;Fac Allocated;Fac Allocated;Shipped;196322999;MOCH PATROL MELANGE+FUND ETNIC;1;200;Pickup;12;2017;Stock CD;2;2;2;06;2017-12-02 11:00:00
2;116139585;122331190;27-11-2017 18:13;02/12/17;Fac Allocated;Fac Allocated;Shipped;798867999;MALETIN SLIM TOPLOAD HP;1;200;Pickup;12;2017;Stock CD;2;2;2;06;2017-12-02 11:00:00
1;116139586;122331158;27-11-2017 18:13;04/12/17;Fac Allocated;Fac Allocated;Shipped;204608009;602SHOPV18-805 SH/AZOS3/T 42;1;200;Pickup;12;2017;Stock CD;2;2;2;06;2017-12-04 11:00:00
2;116139586;122331158;27-11-2017 18:13;04/12/17;Fac Allocated;Fac Allocated;Shipped;204608016;602SHOPV18-805 SH/AZME1/T 42;1;200;Pickup;12;2017;Stock CD;2;2;2;06;2017-12-04 11:00:00
1;116139592;122331164;27-11-2017 18:13;05/12/17;Fac Allocated;Fac Allocated;Shipped;233628999;212 VIP MEN 50 ML ED LIMITADA;1;200;Pickup;12;2017;Stock CD;2;2;2;06;2017-12-05 20:24:00
1;116139617;122331159;27-11-2017 18:14;04/12/17;Fac Allocated;Fac Allocated;Shipped;233628999;212 VIP MEN 50 ML ED LIMITADA;1;200;Pickup;12;2017;Stock CD;2;2;2;06;2017-12-04 16:14:00
2;116139617;122331159;27-11-2017 18:14;04/12/17;Fac Allocated;Fac Allocated;Shipped;157328999;ADGH PROFUMO 40ML;1;200;Pickup;12;2017;Stock CD;2;2;2;06;2017-12-04 16:14:00
3;116139617;122331159;27-11-2017 18:14;04/12/17;Fac Allocated;Fac Allocated;Shipped;448768999;LVEB EDT 50 ML EDL;1;200;Pickup;12;2017;Stock CD;2;2;2;06;2017-12-04 16:14:00
1;116139651;122331163;27-11-2017 18:14;04/12/17;Created;Back Ordered;Cancelled;929803008;SANDALIA 1101/GRIS/N 44;0;200;Pickup;12;2017;Stock CD;2;2;2;06;2017-12-04 08:00:00
1;116139660;null;27-11-2017 18:14;29/11/17;Allocated;Allocated;null;122752999;CEL SAM J2 PRIME N TRI;1;null;Paris.cl;11;2017;VeV CD;3;1;2;06;2017-11-29 08:00:00
1;116139671;122331175;27-11-2017 18:16;02/12/17;Fac Allocated;Fac Allocated;Shipped;116655014;647PLMLV18-300 PO/GRME2/T 14;1;200;Pickup;12;2017;Stock CD;2;2;2;06;2017-12-02 03:45:00
1;116139722;122344451;27-11-2017 18:18;05/12/17;Fac Allocated;Fac Allocated;Shipped;157328999;ADGH PROFUMO 40ML;1;200;Pickup;12;2017;Stock CD;2;2;2;06;2017-12-05 23:04:00
1;116139779;122331196;27-11-2017 18:22;05/12/17;Fac Allocated;Fac Allocated;Shipped;116961007;604BLAZV18-062 CH/MIS1/L;1;200;Pickup;12;2017;Stock CD;2;2;2;06;2017-12-05 08:00:00
2;116139779;122331196;27-11-2017 18:22;05/12/17;Fac Allocated;Fac Allocated;Shipped;172961002;624BJAZV18-003 BI/SURTI/SURT;1;200;Pickup;12;2017;Stock CD;2;2;2;06;2017-12-05 08:00:00
3;116139779;122331196;27-11-2017 18:22;05/12/17;Fac Allocated;Fac Allocated;Shipped;457569006;121923 POLERAS WA/BGCL1/M;1;200;Pickup;12;2017;Stock CD;2;2;2;06;2017-12-05 08:00:00
4;116139779;122331196;27-11-2017 18:22;05/12/17;Fac Allocated;Fac Allocated;Shipped;125894081;662PORFV18-001/MOME1/M;1;200;Pickup;12;2017;Stock CD;2;2;2;06;2017-12-05 08:00:00
5;116139779;122331196;27-11-2017 18:22;05/12/17;Fac Allocated;Fac Allocated;Shipped;125894027;662PORFV18-001/GROS1/L;1;200;Pickup;12;2017;Stock CD;2;2;2;06;2017-12-05 08:00:00
1;116139803;122331194;27-11-2017 18:23;05/12/17;Fac Allocated;Fac Allocated;Shipped;361009999;B ALIVE C1090 HELADO DELICIOSI;1;200;Pickup;12;2017;Stock CD;2;2;2;06;2017-12-05 08:00:00
1;116139806;122331201;27-11-2017 18:24;05/12/17;Fac Allocated;Fac Allocated;Shipped;993248999;PARL GET TOGETHER MINI PM;1;200;Pickup;12;2017;Stock CD;2;2;2;06;2017-12-05 08:00:00
1;116139846;122331205;27-11-2017 18:25;05/12/17;Fac Allocated;Fac Allocated;Shipped;123546999;DUENDES MAGICOS ORO;1;200;Pickup;12;2017;Stock CD;2;2;2;06;2017-12-05 13:09:00
2;116139846;122331205;27-11-2017 18:25;05/12/17;Fac Allocated;Fac Allocated;Shipped;123547999;DUENDES MAGICOS LUZ;2;200;Pickup;12;2017;Stock CD;2;2;2;06;2017-12-05 13:09:00
3;116139918;122332221;27-11-2017 18:28;29/11/17;Partially Shipped;Back Ordered;Shipped;574593999;TOA BANO 70X140 AZUL 500G;0;200;Paris.cl;11;2017;Stock CD;2;2;2;06;2017-11-29 08:00:00
1;116139936;122334399;27-11-2017 18:29;05/12/17;Released;Released;Released;445897003;BICIC BIANCH 2014BB/NEOX1;1;012;Paris.cl;12;2017;Stock CD;2;2;2;06;2017-12-05 08:00:00
1;116139949;122331254;27-11-2017 18:30;01/12/17;Fac Allocated;Fac Allocated;Shipped;452058004;JEANS ESPRIT 047E/BLANC/T 27;1;200;Pickup;12;2017;Stock CD;2;2;2;06;2017-12-01 03:24:00
1;116139956;122331547;27-11-2017 18:31;04/12/17;Fac Allocated;Fac Allocated;Shipped;194671011;601SWOPV18-137 SW/GRME2/M;1;200;Pickup;12;2017;Stock CD;2;2;2;06;2017-12-04 13:36:00
1;116139962;122331255;27-11-2017 18:31;30/11/17;Fac Allocated;Fac Allocated;Shipped;123548999;DUENDES MAGICOS GOLDY;1;200;Pickup;11;2017;Stock CD;2;2;2;06;2017-11-30 12:35:00
2;116139962;122331255;27-11-2017 18:31;30/11/17;Fac Allocated;Fac Allocated;Shipped;125126999;DUENDES MAGICOS COLORITO;1;200;Pickup;11;2017;Stock CD;2;2;2;06;2017-11-30 22:57:00
3;116139962;122331255;27-11-2017 18:31;30/11/17;Fac Allocated;Fac Allocated;Shipped;123547999;DUENDES MAGICOS LUZ;1;200;Pickup;11;2017;Stock CD;2;2;2;06;2017-11-30 12:35:00
4;116139962;122331255;27-11-2017 18:31;30/11/17;Fac Allocated;Fac Allocated;Shipped;123546999;DUENDES MAGICOS ORO;1;200;Pickup;11;2017;Stock CD;2;2;2;06;2017-11-30 22:57:00
1;116139970;122331534;27-11-2017 18:32;05/12/17;Fac Allocated;Fac Allocated;Shipped;538458999;FIGURA MINION SPINNIN DAVE;1;200;Pickup;12;2017;Stock CD;2;2;2;06;2017-12-05 04:52:00
1;116139971;122331338;27-11-2017 18:32;29/11/17;Fac Allocated;Fac Allocated;Shipped;174302999;DRONE 13304 CON CAMARA 300MP;7;200;Pickup;11;2017;Stock CD;2;2;2;06;2017-11-29 01:21:00
1;116139985;122331332;27-11-2017 18:33;01/12/17;Fac Allocated;Fac Allocated;Shipped;286948003;MARKJOG57500206BLK/NEGRO/T 42;1;200;Pickup;12;2017;Stock CD;2;2;2;06;2017-12-01 01:43:00
1;116140009;122331539;27-11-2017 18:34;05/12/17;Fac Allocated;Fac Allocated;Shipped;190710999;INTEK LOL MUÑECA SORPRESA;2;200;Pickup;12;2017;Stock CD;2;2;2;06;2017-12-05 04:52:00
1;116140266;122331537;27-11-2017 18:37;05/12/17;Partially Shipped;Fac Allocated;Shipped;423340999;TOSTADOR OSTER BBK;1;200;Pickup;12;2017;Stock CD;2;2;2;06;2017-12-05 05:50:00
2;116140266;122331537;27-11-2017 18:37;05/12/17;Partially Shipped;Fac Allocated;Shipped;687729999;JUG OSTER GOURMET REVERS;1;200;Pickup;12;2017;Stock CD;2;2;2;06;2017-12-05 08:00:00
3;116140266;122331537;27-11-2017 18:37;04/12/17;Partially Shipped;Fac Allocated;Shipped;786485999;TACO DE 7 CUCHILLOS;1;200;Pickup;12;2017;Stock CD;2;2;2;06;2017-12-04 15:44:00
4;116140266;122331537;27-11-2017 18:37;05/12/17;Partially Shipped;Back Ordered;Shipped;657670999;BATERIA ARICA 9PZ INOX;0;200;Pickup;12;2017;Stock CD;2;2;2;06;2017-12-05 08:00:00
1;116140313;122331544;27-11-2017 18:38;02/12/17;Fac Allocated;Fac Allocated;Shipped;197109033;603BLMAV18-903 BL/AMCL1/M;1;200;Pickup;12;2017;Stock CD;2;2;2;06;2017-12-02 03:45:00
2;116140313;122331544;27-11-2017 18:38;02/12/17;Fac Allocated;Fac Allocated;Shipped;502058004;603VECYV181213/NEGRO/L;1;200;Pickup;12;2017;Stock CD;2;2;2;06;2017-12-02 03:45:00
1;116140347;122331583;27-11-2017 18:40;29/11/17;Fac Allocated;Fac Allocated;Shipped;123547999;DUENDES MAGICOS LUZ;1;200;Pickup;11;2017;Stock CD;2;2;2;06;2017-11-29 13:00:00
1;116140377;122331579;27-11-2017 18:42;02/12/17;Fac Allocated;Fac Allocated;Shipped;141278049;POLERA Y2VLC1820/VECL1/XL;1;200;Pickup;12;2017;Stock CD;2;2;2;06;2017-12-02 03:45:00
1;116140444;122331590;27-11-2017 18:46;05/12/17;Fac Allocated;Fac Allocated;Shipped;231072007;PANTALON CHINO RE/BEIGE/T 38;1;200;Pickup;12;2017;Stock CD;2;2;2;06;2017-12-05 08:00:00
2;116140444;122331590;27-11-2017 18:46;05/12/17;Fac Allocated;Fac Allocated;Shipped;231073002;PANTALON CHINO SL/NEGRO/T 38;1;200;Pickup;12;2017;Stock CD;2;2;2;06;2017-12-05 08:00:00
1;116140456;122331597;27-11-2017 18:47;28/11/17;Fac Allocated;Fac Allocated;Shipped;553269999;PLADOH B9740 HORNO MAGICO;1;200;Pickup;11;2017;Stock CD;2;2;2;06;2017-11-28 18:00:00
1;116140478;122331596;27-11-2017 18:48;05/12/17;Fac Allocated;Fac Allocated;Shipped;269519003;CALCETIN NIKE SX4/NEGRO/M;2;200;Pickup;12;2017;Stock CD;2;2;2;06;2017-12-05 08:00:00
1;116140488;122331632;27-11-2017 18:49;02/12/17;Fac Allocated;Fac Allocated;Shipped;287973005;POLERA ELLUS CM65/ROJO/XL;1;200;Pickup;12;2017;Stock CD;2;2;2;06;2017-12-02 03:45:00
1;116140511;122332433;27-11-2017 18:50;04/12/17;Fac Allocated;Fac Allocated;Shipped;635845999;CAM.SEMIPRO PANA DMC-FZ70PU-K;1;200;Pickup;12;2017;Stock CD;2;2;2;06;2017-12-04 13:39:00
1;116140541;122331629;27-11-2017 18:53;02/12/17;Fac Allocated;Fac Allocated;Shipped;866372009;M JACARANDA NANO-F/GRCL1/M;1;200;Pickup;12;2017;Stock CD;2;2;2;06;2017-12-02 12:30:00
2;116140541;122331629;27-11-2017 18:53;02/12/17;Fac Allocated;Fac Allocated;Shipped;123036007;M TREILE NANO-F 1/MOME1/S;1;200;Pickup;12;2017;Stock CD;2;2;2;06;2017-12-02 12:30:00
2;116140547;122331623;27-11-2017 18:53;04/12/17;Partially Fac Allocated;Fac Allocated;Shipped;123547999;DUENDES MAGICOS LUZ;1;200;Pickup;12;2017;Stock CD;2;2;2;06;2017-12-04 16:19:00
1;116140557;122331627;27-11-2017 18:54;04/12/17;Fac Allocated;Fac Allocated;Shipped;125126999;DUENDES MAGICOS COLORITO;1;200;Pickup;12;2017;Stock CD;2;2;2;06;2017-12-04 16:19:00
2;116140557;122402191;27-11-2017 18:54;05/12/17;Fac Allocated;Fac Allocated;Shipped;123548999;DUENDES MAGICOS GOLDY;1;200;Pickup;12;2017;Stock CD;2;2;2;06;2017-12-05 16:23:00
1;116140583;122332292;27-11-2017 18:56;29/11/17;Fac Allocated;Fac Allocated;Shipped;227195999;GALAXY TAB S2 9.7" BLANCO;1;200;Pickup;11;2017;Stock CD;2;2;2;06;2017-11-29 02:40:00
1;116140609;122332229;27-11-2017 18:57;05/12/17;Fac Allocated;Fac Allocated;Shipped;130674010;660-ONE-KAMO TRAJE/MIS1/L;1;200;Pickup;12;2017;Stock CD;2;2;2;06;2017-12-05 13:09:00
1;116140624;122343418;27-11-2017 18:58;02/12/17;Fac Allocated;Fac Allocated;Shipped;770331999;IPAD PRO 97 32GB SLVR;2;200;Pickup;12;2017;Stock CD;2;2;2;06;2017-12-02 11:00:00
1;116140632;122332431;27-11-2017 18:59;05/12/17;Fac Allocated;Fac Allocated;Shipped;286776999;LICUADORA BL1400 RD ROJA;1;200;Pickup;12;2017;Stock CD;2;2;2;06;2017-12-05 03:56:00
1;116140633;122332291;27-11-2017 18:59;01/12/17;Fac Allocated;Fac Allocated;Shipped;167788999;15-BS014LA I3/8/1TB TV:2;1;200;Pickup;12;2017;Stock CD;2;2;2;06;2017-12-01 14:35:00
2;116140650;122332290;27-11-2017 19:00;01/12/17;Partially Shipped;Fac Allocated;Shipped;146690999;100 LUCES LED TECHO AZUL;1;200;Pickup;12;2017;Stock CD;2;2;2;07;2017-12-01 13:00:00
1;116140651;122332425;27-11-2017 19:00;02/12/17;Fac Allocated;Fac Allocated;Shipped;935770004;664CLSPTA-052M/NEGRO/S;1;200;Pickup;12;2017;Stock CD;2;2;2;07;2017-12-02 11:00:00
1;116140672;122332296;27-11-2017 19:01;02/12/17;Fac Allocated;Fac Allocated;Shipped;631474003;SAND GACEL/NEGRO/N 36;1;200;Pickup;12;2017;Stock CD;2;2;2;07;2017-12-02 11:00:00
2;116140672;122332296;27-11-2017 19:01;02/12/17;Fac Allocated;Fac Allocated;Shipped;668845010;SAND GACEL GRACE/BLNA1/N 37;1;200;Pickup;12;2017;Stock CD;2;2;2;07;2017-12-02 11:00:00
1;116140681;null;27-11-2017 19:02;04/12/17;Allocated;Allocated;null;761755003;FRAZ 15P SM 100LANA/AZCL1;2;null;Pickup;12;2017;Stock CD;2;1;2;07;2017-12-04 08:00:00
2;116140681;null;27-11-2017 19:02;04/12/17;Allocated;Allocated;null;761755002;FRAZ 15P SM 100LANA/BGME1;2;null;Pickup;12;2017;Stock CD;2;1;2;07;2017-12-04 08:00:00
3;116140681;null;27-11-2017 19:02;04/12/17;Allocated;Allocated;null;394710999;CUBRECOLCHON 1.5PL CIC;1;null;Pickup;12;2017;Stock CD;2;1;2;07;2017-12-04 08:00:00
1;116140694;122332410;27-11-2017 19:03;04/12/17;Fac Allocated;Fac Allocated;Shipped;985976999;ACTION CAM HDR-AS50;1;200;Pickup;12;2017;Stock CD;2;2;2;07;2017-12-04 20:17:00
1;116140710;122344440;27-11-2017 19:04;04/12/17;Fac Allocated;Fac Allocated;Shipped;157328999;ADGH PROFUMO 40ML;1;200;Pickup;12;2017;Stock CD;2;2;2;07;2017-12-04 16:14:00
1;116140787;122332413;27-11-2017 19:06;04/12/17;Fac Allocated;Fac Allocated;Shipped;167858999;14-BS002LA CEL/4/500 JET BLACK;1;200;Pickup;12;2017;Stock CD;2;2;2;07;2017-12-04 13:36:00
1;116140860;122332423;27-11-2017 19:07;02/12/17;Fac Allocated;Fac Allocated;Shipped;142457999;TETERA HIERRO 1LT LINEAS;1;200;Pickup;12;2017;Stock CD;2;2;2;07;2017-12-02 12:32:00
2;116140860;122332423;27-11-2017 19:07;02/12/17;Fac Allocated;Fac Allocated;Shipped;114417002;PORTA TAZAS/GRPL1;1;200;Pickup;12;2017;Stock CD;2;2;2;07;2017-12-02 22:35:00
1;116140874;122332426;27-11-2017 19:07;04/12/17;Fac Allocated;Fac Allocated;Shipped;111336006;ENTERITO LONG 100/NEGRO/T 16;1;200;Pickup;12;2017;Stock CD;2;2;2;07;2017-12-04 16:12:00
1;116140951;122332435;27-11-2017 19:12;04/12/17;Fac Allocated;Fac Allocated;Shipped;123547999;DUENDES MAGICOS LUZ;1;200;Pickup;12;2017;Stock CD;2;2;2;07;2017-12-04 11:00:00
2;116140951;122332435;27-11-2017 19:12;04/12/17;Fac Allocated;Fac Allocated;Shipped;123546999;DUENDES MAGICOS ORO;1;200;Pickup;12;2017;Stock CD;2;2;2;07;2017-12-04 11:00:00
2;116140976;122334135;27-11-2017 19:14;01/12/17;Partially Shipped;Released;Released;128734999;PINO MINI 60CM 87PT;1;012;Paris.cl;12;2017;Stock CD;2;2;2;07;2017-12-01 08:00:00
1;116140994;122332455;27-11-2017 19:15;05/12/17;Fac Allocated;Fac Allocated;Shipped;125126999;DUENDES MAGICOS COLORITO;6;200;Pickup;12;2017;Stock CD;2;2;2;07;2017-12-05 08:00:00
2;116140994;122332455;27-11-2017 19:15;05/12/17;Fac Allocated;Fac Allocated;Shipped;123547999;DUENDES MAGICOS LUZ;1;200;Pickup;12;2017;Stock CD;2;2;2;07;2017-12-05 08:00:00
3;116140994;122332455;27-11-2017 19:15;05/12/17;Fac Allocated;Fac Allocated;Shipped;123546999;DUENDES MAGICOS ORO;2;200;Pickup;12;2017;Stock CD;2;2;2;07;2017-12-05 08:00:00
4;116140994;122332455;27-11-2017 19:15;05/12/17;Fac Allocated;Fac Allocated;Shipped;123548999;DUENDES MAGICOS GOLDY;9;200;Pickup;12;2017;Stock CD;2;2;2;07;2017-12-05 08:00:00
1;116140997;122332448;27-11-2017 19:15;02/12/17;Fac Allocated;Fac Allocated;Shipped;204247005;K31440010 POLERA/GRAB3/T 5;1;200;Pickup;12;2017;Stock CD;2;2;2;07;2017-12-02 03:45:00
2;116140997;122332448;27-11-2017 19:15;02/12/17;Fac Allocated;Fac Allocated;Shipped;204160004;K21901414 LEGGING/MIS1/T 4;1;200;Pickup;12;2017;Stock CD;2;2;2;07;2017-12-02 03:45:00
3;116140997;122332448;27-11-2017 19:15;02/12/17;Fac Allocated;Fac Allocated;Shipped;204261006;K31450711 POLERON/AZMA1/T 6;1;200;Pickup;12;2017;Stock CD;2;2;2;07;2017-12-02 03:45:00
1;116141034;122332449;27-11-2017 19:18;05/12/17;Fac Allocated;Fac Allocated;Shipped;459829002;662CMCUV18-004/AZAB1/S;1;200;Pickup;12;2017;Stock CD;2;2;2;07;2017-12-05 13:09:00
1;116141048;122332456;27-11-2017 19:18;04/12/17;Fac Allocated;Fac Allocated;Shipped;588784017;ZAPATO WS45-11/CAAB1/N 38;1;200;Pickup;12;2017;Stock CD;2;2;2;07;2017-12-04 13:35:00
1;116141079;122332478;27-11-2017 19:21;04/12/17;Fac Allocated;Fac Allocated;Shipped;123546999;DUENDES MAGICOS ORO;1;200;Pickup;12;2017;Stock CD;2;2;2;07;2017-12-04 16:14:00
1;116141082;122332475;27-11-2017 19:21;02/12/17;Fac Allocated;Fac Allocated;Shipped;174302999;DRONE 13304 CON CAMARA 300MP;10;200;Pickup;12;2017;Stock CD;2;2;2;07;2017-12-02 11:00:00
1;116141134;122332549;27-11-2017 19:25;05/12/17;Partially Fac Allocated;Fac Allocated;Shipped;760476035;BIPACK BOXER P99201/MIS1/M;1;200;Pickup;12;2017;Stock CD;2;2;2;07;2017-12-05 16:05:00
2;116141134;122332549;27-11-2017 19:25;05/12/17;Partially Fac Allocated;Fac Allocated;Shipped;760476019;BIPACK BOXER P99201/AZAB2/M;1;200;Pickup;12;2017;Stock CD;2;2;2;07;2017-12-05 16:05:00
3;116141134;122332549;27-11-2017 19:25;05/12/17;Partially Fac Allocated;Fac Allocated;Shipped;760476031;BIPACK BOXER P99201/ROAB1/M;1;200;Pickup;12;2017;Stock CD;2;2;2;07;2017-12-05 16:05:00
1;116141200;122332560;27-11-2017 19:29;02/12/17;Fac Allocated;Fac Allocated;Shipped;857717031;602JEOPTA-73 JEANS/AZME1/T 40;1;200;Pickup;12;2017;Stock CD;2;2;2;07;2017-12-02 03:58:00
1;116141212;122332554;27-11-2017 19:30;04/12/17;Fac Allocated;Fac Allocated;Shipped;190710999;INTEK LOL MUÑECA SORPRESA;1;200;Pickup;12;2017;Stock CD;2;2;2;07;2017-12-04 13:35:00
1;116141415;122332670;27-11-2017 19:38;02/12/17;Fac Allocated;Fac Allocated;Shipped;237824999;H WHEELS CMP80 MEGA GARAGE;1;200;Pickup;12;2017;Stock CD;2;2;2;07;2017-12-02 14:11:00
1;116141513;122332671;27-11-2017 19:42;02/12/17;Fac Allocated;Fac Allocated;Shipped;174091999;LEGO 5556010847 TREN DE LOS;2;200;Pickup;12;2017;Stock CD;2;2;2;07;2017-12-02 12:17:00
1;116141513;122377847;27-11-2017 19:42;02/12/17;Fac Allocated;Fac Allocated;Shipped;174091999;LEGO 5556010847 TREN DE LOS;2;200;Pickup;12;2017;Stock CD;2;2;2;07;2017-12-02 12:17:00
2;116141513;122332671;27-11-2017 19:42;01/12/17;Fac Allocated;Fac Allocated;Shipped;454840999;DD D2 CLÁSICA MAL;1;200;Pickup;12;2017;Stock CD;2;2;2;07;2017-12-01 18:28:00
3;116141513;122332671;27-11-2017 19:42;01/12/17;Fac Allocated;Fac Allocated;Shipped;454841999;DD D2 CLÁSICA EVIE;1;200;Pickup;12;2017;Stock CD;2;2;2;07;2017-12-01 18:28:00
4;116141513;122332671;27-11-2017 19:42;01/12/17;Fac Allocated;Fac Allocated;Shipped;344356999;BARBIE BBCR2 CAJA REGISTRADORA;1;200;Pickup;12;2017;Stock CD;2;2;2;07;2017-12-01 13:56:00
8;116141513;122377847;27-11-2017 19:42;02/12/17;Fac Allocated;Fac Allocated;Shipped;517113999;TPLAYA CAPUCHA MF FROZEN DRE;1;200;Pickup;12;2017;Stock CD;2;2;2;07;2017-12-02 12:17:00
9;116141513;122377847;27-11-2017 19:42;02/12/17;Fac Allocated;Fac Allocated;Shipped;517115999;TPLAYA CAPUCHA MF MLP DREAME;1;200;Pickup;12;2017;Stock CD;2;2;2;07;2017-12-02 12:19:00
5;116141529;122332679;27-11-2017 19:43;29/11/17;Partially Shipped;Sourced;Cancelled;206792999;FAROL COLORES LED;0;200;Pickup;11;2017;Stock CD;2;2;2;07;2017-11-29 08:00:00
1;116141537;122332681;27-11-2017 19:44;02/12/17;Fac Allocated;Fac Allocated;Shipped;168220999;MICRO ME DAEWOO KOR6607 20LTS;1;200;Pickup;12;2017;Stock CD;2;2;2;07;2017-12-02 06:34:00
1;116141547;null;27-11-2017 19:44;01/12/17;Sourced;Sourced;null;934824999;CEL OWN SMART PLUS N ENT;0;null;Pickup;12;2017;Stock CD;2;1;2;07;2017-12-01 08:00:00
1;116141555;122332675;27-11-2017 19:44;04/12/17;Fac Allocated;Fac Allocated;Shipped;123548999;DUENDES MAGICOS GOLDY;1;200;Pickup;12;2017;Stock CD;2;2;2;07;2017-12-04 11:00:00
1;116141689;122332693;27-11-2017 19:46;04/12/17;Fac Allocated;Fac Allocated;Shipped;670310999;DMAGIC DUENDE GIGANTE ORO;1;200;Pickup;12;2017;Stock CD;2;2;2;07;2017-12-04 11:00:00
65461834;116141715;null;27-11-2017 19:48;05/12/17;Allocated;Allocated;null;203323999;ADORNO CERAMICA VERDE L;1;null;InterCambio;12;2017;Stock CD;2;1;2;07;2017-12-05 08:01:00
1;116141716;122332686;27-11-2017 19:48;05/12/17;Fac Allocated;Fac Allocated;Shipped;205708005;PAT ROLLER SOYLUNA/N 38;1;200;Pickup;12;2017;Stock CD;2;2;2;07;2017-12-05 03:56:00
1;116141717;122344029;27-11-2017 19:48;02/12/17;Partially Shipped;Fac Allocated;Shipped;380736999;JPS4 INFAMOUS SECOND SON;1;200;Pickup;12;2017;Stock CD;2;2;2;07;2017-12-02 06:01:00
2;116141730;122332691;27-11-2017 19:49;04/12/17;Partially Shipped;Back Ordered;Cancelled;741370999;COPA TALLADA NUEVA ANGELA TI;0;200;Pickup;12;2017;Stock CD;2;2;2;07;2017-12-04 08:00:00
1;116141737;122332690;27-11-2017 19:49;05/12/17;Fac Allocated;Fac Allocated;Shipped;525853007;PANTALON U1VPF553/MIS2/T 36;1;200;Pickup;12;2017;Stock CD;2;2;2;07;2017-12-05 08:00:00
2;116141737;122332690;27-11-2017 19:49;05/12/17;Fac Allocated;Fac Allocated;Shipped;454922003;POLERA U1VLS3482/BGME1/S;1;200;Pickup;12;2017;Stock CD;2;2;2;07;2017-12-05 08:00:00
3;116141737;122332690;27-11-2017 19:49;05/12/17;Fac Allocated;Fac Allocated;Shipped;454922008;POLERA U1VLS3482/VEOS2/S;1;200;Pickup;12;2017;Stock CD;2;2;2;07;2017-12-05 08:00:00
1;116141742;122332688;27-11-2017 19:50;05/12/17;Fac Allocated;Fac Allocated;Shipped;728604999;CEL SAM S7 EDGE D LIB;1;200;Pickup;12;2017;Stock CD;2;2;2;07;2017-12-05 13:09:00
1;116141744;122333506;27-11-2017 19:50;01/12/17;Fac Allocated;Fac Allocated;Shipped;288047007;ZAPB-STARRUNGG-90/NEGRO/N/6Y;1;200;Pickup;12;2017;Stock CD;2;2;2;07;2017-12-01 03:24:00
1;116141755;122332697;27-11-2017 19:51;01/12/17;Fac Allocated;Fac Allocated;Shipped;104399999;ASP THOMAS TH2206BL CICLONICA;1;200;Pickup;12;2017;Stock CD;2;2;2;07;2017-12-01 22:01:00
1;116141785;122332701;27-11-2017 19:54;02/12/17;Fac Allocated;Fac Allocated;Shipped;471902999;ESTUCHE INSTAX CELESTE;1;200;Pickup;12;2017;Stock CD;2;2;2;07;2017-12-02 07:11:00
1;116141814;122333347;27-11-2017 19:56;05/12/17;Fac Allocated;Fac Allocated;Shipped;461367999;MOLINILLO BAMBOO;2;200;Pickup;12;2017;Stock CD;2;2;2;07;2017-12-05 08:00:00
1;116141823;122332710;27-11-2017 19:57;04/12/17;Fac Allocated;Fac Allocated;Shipped;205535015;CAM VH TXT FAF/MOOS1/18"/34/35;1;200;Pickup;12;2017;Stock CD;2;2;2;07;2017-12-04 17:50:00
2;116141823;122332710;27-11-2017 19:57;04/12/17;Fac Allocated;Fac Allocated;Shipped;205547015;CAM VH TXT  MP/AZTQ1/18"/34/35;1;200;Pickup;12;2017;Stock CD;2;2;2;07;2017-12-04 17:50:00
1;116141827;122333345;27-11-2017 19:58;01/12/17;Fac Allocated;Fac Allocated;Shipped;339027049;POL CREW N CB/RJCL1/XL;1;200;Pickup;12;2017;Stock CD;2;2;2;07;2017-12-01 14:35:00
2;116141827;122333345;27-11-2017 19:58;01/12/17;Fac Allocated;Fac Allocated;Shipped;117164019;662CARFV18-004/AZCL1/L;1;200;Pickup;12;2017;Stock CD;2;2;2;07;2017-12-01 14:35:00
